pos	x	lambda
77423	350	346.3708609271523
77425	359	346.43046357615896
77428	359	346.2450331125828
77439	356	344.8079470198675
77465	355	339.02649006622516
77513	319	333.49006622516555
77518	311	332.4039735099338
77522	311	331.6092715231788
77524	310	330.9668874172185
77546	321	323.9668874172185
77549	323	322.9337748344371
77554	330	321.1456953642384
77558	330	319.0927152317881
77561	342	317.64900662251654
77571	338	313.35099337748346
77573	339	312.20529801324506
77576	339	310.72847682119203
77579	336	309.2913907284768
77582	330	307.6754966887417
77585	326	306.112582781457
77588	324	304.41059602649005
77591	322	302.86092715231786
77597	308	299.7748344370861
77606	311	294.9801324503311
77610	315	292.5165562913907
77618	290	286.8211920529801
77630	272	277.41059602649005
77640	285	268.841059602649
77649	252	260.47682119205297
77652	252	257.6092715231788
77660	243	249.8476821192053
77663	241	246.98013245033113
77665	240	245.01986754966887
77674	235	235.8543046357616
77692	211	215.24503311258277
77703	212	203.5430463576159
77710	208	195.43046357615893
77712	204	193.04635761589404
77723	197	179.24503311258277
78288	102	100.69536423841059
78304	103	102.79470198675497
78309	113	103.4635761589404
78316	117	104.33112582781457
78323	115	105.15894039735099
78347	118	106.28476821192054
78589	147	127.11258278145695
78592	147	128.7086092715232
78595	146	130.19205298013244
78634	141	140.7086092715232
78653	155	140.67549668874173
78666	157	137.28476821192052
78675	146	134.32450331125827
78680	147	132.47019867549668
78708	132	123.37748344370861
78730	107	113.43708609271523
79243	103	87.73509933774834
79702	204	142.4503311258278
79757	209	166.87417218543047
79830	125	159.4503311258278
79835	145	159.23841059602648
79843	155	159.02649006622516
79846	153	159.11258278145695
79864	196	159.52980132450332
79910	203	168.65562913907286
79924	199	170.0066225165563
79933	184	171.9933774834437
79958	134	183.35099337748343
79990	160	211.27814569536423
80024	275	246.17218543046357
80038	323	264.0331125827815
80041	327	268.05960264900665
80063	338	290.1456953642384
80068	343	290.3046357615894
80087	344	279.3377483443709
80108	322	258.11920529801324
80110	322	255.6291390728477
80119	305	243.81456953642385
80146	137	204.7748344370861
80173	121	163.39072847682118
80179	131	154.27814569536423
80184	125	146.89403973509934
80906	116	106.11258278145695
80928	131	120.80794701986756
80949	149	131.80794701986756
80966	144	136.89403973509934
80973	147	138.1523178807947
80995	152	137.86092715231788
80997	149	137.56953642384107
81006	143	135.98675496688742
81010	141	134.75496688741723
81023	132	131.13245033112582
81030	137	129.6291390728477
81095	118	126.86092715231788
81102	114	127.96026490066225
81111	122	129.18543046357615
81119	125	130.51655629139074
81130	129	132.43708609271522
81132	133	132.82119205298014
81137	142	133.88079470198676
81139	142	134.3708609271523
81146	148	135.98013245033113
81152	156	137.35761589403972
81154	153	137.6953642384106
81173	158	139.9337748344371
81180	156	139.1523178807947
81182	156	138.71523178807948
81184	156	138.05960264900662
81200	150	132.08609271523179
81203	150	131.03973509933775
81232	125	112.37086092715232
81516	155	137.66225165562915
81526	157	147.32450331125827
81546	171	164.58940397350995
81559	180	174.21192052980132
81561	180	175.46357615894038
81564	175	176.95364238410596
81590	175	184.53642384105962
81597	187	185.51655629139074
81603	192	185.63576158940398
81605	189	185.4437086092715
81608	196	185.0662251655629
81610	205	184.80132450331126
81616	213	184.08609271523179
81619	213	183.76158940397352
81633	201	180.91390728476821
81651	198	175.31788079470198
81676	166	160.40397350993376
81988	109	85.64238410596026
82036	109	86.70198675496688
82199	363	324.56953642384104
82234	441	416.5165562913907
82237	442	421.6225165562914
82241	437	427.26490066225165
82253	448	442.0794701986755
82258	456	446.9205298013245
82261	469	449.2913907284768
82267	475	453.50331125827813
82269	477	454.88079470198676
82271	476	456.1920529801325
82273	492	457.3973509933775
82277	487	459.5364238410596
82279	495	460.44370860927154
82284	513	462.2317880794702
82294	507	463.4834437086093
82300	490	463.887417218543
82302	503	463.9072847682119
82308	489	463.18543046357615
82317	474	460.6887417218543
82325	467	457.2450331125828
82329	478	454.7748344370861
82331	476	453.49006622516555
82338	460	447.35099337748346
82346	458	436.11920529801324
82356	430	416.1920529801325
82367	417	397.4172185430464
82371	415	390.887417218543
82404	353	347.92715231788077
82414	315	341.6423841059603
82437	250	337.5298013245033
82440	253	337.841059602649
82444	267	338.41059602649005
82446	256	338.74834437086093
82450	249	339.49668874172187
82474	326	345.49006622516555
82478	352	347.0132450331126
82483	381	349.05960264900665
82503	418	357.9801324503311
82522	442	352.04635761589407
82552	421	313.50993377483445
82559	406	297.89403973509934
82576	263	255.3046357615894
82764	188	161.90728476821192
82813	218	240.82119205298014
82815	228	243.89403973509934
82817	239	246.95364238410596
82826	251	259.66887417218544
82834	226	269.50993377483445
82836	226	271.94039735099335
82850	285	287.8675496688742
82852	297	289.9006622516556
82858	317	295.4834437086093
82873	358	307.96026490066225
82877	361	310.7549668874172
82881	357	313.2450331125828
82893	365	316.7417218543046
82901	368	316.2384105960265
82910	366	313.63576158940396
82912	366	312.9139072847682
82914	367	312.1523178807947
82916	363	311.2251655629139
82918	361	309.88079470198676
82933	326	293.96026490066225
82952	308	265.5496688741722
82967	257	243.57615894039736
82971	254	237.64900662251657
82976	223	230.2185430463576
83008	114	183.63576158940398
83019	124	169.39735099337747
83029	140	156.0
83039	143	144.11920529801324
83041	141	141.96026490066225
83046	142	136.4569536423841
83058	142	124.23841059602648
83401	115	94.43708609271523
83419	114	98.9271523178808
83442	115	103.78807947019868
83493	102	121.62251655629139
83511	113	133.11920529801324
83516	107	136.33774834437085
83520	118	138.97350993377484
83546	162	159.12582781456953
83549	171	161.60264900662253
83563	184	172.64238410596028
83636	208	181.43046357615893
83662	169	171.05298013245033
83669	157	168.67549668874173
83709	130	157.24503311258277
83724	137	154.9205298013245
83733	157	154.5562913907285
83735	156	154.72847682119206
83739	162	155.08609271523179
83745	155	155.91390728476821
83752	158	157.0794701986755
83754	158	157.5496688741722
83775	182	163.64900662251657
83781	184	165.1456953642384
83792	181	167.09933774834437
83825	184	172.0
83828	181	173.51655629139074
83835	166	177.89403973509934
83846	154	186.05298013245033
83859	162	196.56953642384107
83863	158	200.0066225165563
83865	151	201.66225165562915
83887	185	222.67549668874173
83902	232	237.72847682119206
83962	333	286.4569536423841
83970	335	295.44370860927154
83991	318	316.9668874172185
83993	303	319.05298013245033
84002	299	327.82781456953643
84008	290	334.3907284768212
84022	259	351.0993377483444
84030	207	360.20529801324506
84036	265	366.57615894039736
84045	368	375.80132450331126
84068	438	395.8543046357616
84103	497	417.71523178807945
84111	492	422.0993377483444
84132	470	411.9006622516556
84162	333	379.9205298013245
84165	331	376.6622516556291
84172	346	369.65562913907286
84180	324	361.6754966887417
84182	321	359.63576158940396
84185	310	356.80132450331126
84193	300	349.887417218543
84195	302	348.21854304635764
84202	271	342.80132450331126
84214	251	334.3112582781457
84231	305	325.9337748344371
84239	320	324.8675496688742
84246	345	322.94701986754967
84254	342	318.47682119205297
84262	355	314.52317880794703
84285	361	299.8344370860927
84311	331	282.9337748344371
84320	286	276.0198675496689
84329	254	270.11920529801324
84331	254	269.0066225165563
84333	245	267.9072847682119
84335	238	266.7615894039735
84337	231	265.6225165562914
84354	183	256.7880794701987
84357	185	255.3708609271523
84381	194	244.1456953642384
84383	198	243.4437086092715
84410	263	234.24503311258277
84415	271	233.41059602649005
84424	289	232.71523178807948
84458	279	220.3112582781457
84485	214	186.0662251655629
85534	105	110.43046357615894
85548	127	118.03973509933775
85594	145	134.76158940397352
85596	145	134.60264900662253
85606	151	133.67549668874173
85628	145	128.66225165562915
85631	146	127.76821192052981
85637	145	125.52317880794702
85653	120	118.08609271523179
85655	124	117.10596026490066
85659	123	115.26490066225166
86011	101	94.25827814569537
86014	104	95.3112582781457
86029	122	99.9271523178808
86044	124	102.56291390728477
86076	120	101.89403973509934
86088	111	97.90728476821192
86090	110	97.30463576158941
86095	105	95.83443708609272
86325	121	106.60264900662251
86327	124	107.0794701986755
86330	124	107.76821192052981
86333	125	108.43708609271523
86356	135	113.79470198675497
86509	106	89.05298013245033
86651	196	162.0728476821192
86724	243	187.49668874172184
86727	243	185.21192052980132
86744	201	173.2980132450331
86837	126	113.29801324503312
86885	128	120.45033112582782
86905	106	143.7748344370861
86952	183	212.90066225165563
86955	195	217.39072847682118
87004	354	287.7615894039735
87012	360	295.52317880794703
87043	341	275.72185430463577
87299	302	238.60264900662253
87365	233	206.56953642384107
87367	228	203.88741721854305
87381	175	184.88741721854305
87384	153	180.65562913907286
91280	115	105.56953642384106
91283	114	106.64238410596026
91285	117	107.35099337748345
91289	121	108.7748344370861
91309	124	116.33774834437087
91352	136	125.19867549668874
91361	141	124.86754966887418
91365	143	124.54304635761589
91401	126	119.73509933774834
91405	121	119.0728476821192
91412	107	118.32450331125828
91418	105	117.2251655629139
91438	108	113.56953642384106
91594	128	141.67549668874173
91596	128	143.01986754966887
91599	125	144.96026490066225
91604	133	148.4437086092715
91615	173	156.86092715231788
91637	200	175.74834437086093
91670	209	204.47019867549668
91678	220	213.72185430463577
91682	218	219.02649006622516
91688	225	226.76158940397352
91695	228	236.39735099337747
91704	216	247.94039735099338
91707	232	251.72185430463577
91715	243	262.2317880794702
91720	239	269.34437086092714
91722	246	272.1788079470199
91726	234	277.841059602649
91730	223	283.34437086092714
91732	223	285.94039735099335
91734	220	288.55629139072846
91742	225	298.8675496688742
91750	300	308.6158940397351
91752	312	310.9337748344371
91758	333	317.26490066225165
91765	382	323.95364238410593
91784	391	340.71523178807945
91792	410	345.2450331125828
91795	411	345.72847682119203
91808	397	345.6026490066225
91826	384	339.28476821192055
91835	369	331.9072847682119
91892	189	257.63576158940396
91896	182	251.59602649006624
91902	207	243.90728476821192
91906	202	239.2913907284768
91908	199	237.03311258278146
91910	198	234.78807947019868
91924	197	221.35099337748343
91928	198	218.71523178807948
91949	200	212.43046357615893
91983	209	232.12582781456953
91985	208	234.3841059602649
91990	215	240.2980132450331
92012	272	277.02649006622516
92014	277	280.8344370860927
92023	260	298.4172185430464
92027	245	306.0331125827815
92038	284	326.6622516556291
92040	285	330.56953642384104
92046	298	342.6622516556291
92053	329	355.4172185430464
92056	353	360.50993377483445
92060	370	367.41059602649005
92071	446	385.3973509933775
92079	455	397.2913907284768
92086	485	405.17218543046357
92094	502	413.2582781456954
92096	502	415.4503311258278
92101	484	421.2913907284768
92104	483	424.86092715231786
92108	477	429.3973509933775
92116	482	435.5496688741722
92128	466	441.28476821192055
92140	453	441.65562913907286
92149	465	437.65562913907286
92153	457	434.8079470198675
92165	428	423.6026490066225
92171	433	416.0860927152318
92174	433	412.28476821192055
92185	388	398.9801324503311
92190	395	392.8675496688742
92202	371	377.5165562913907
92204	368	374.7880794701987
92206	365	372.05960264900665
92208	367	369.17218543046357
92215	350	356.89403973509934
92232	334	321.35099337748346
92234	333	317.1523178807947
92236	333	312.8211920529801
92247	305	286.56953642384104
92249	305	281.6158940397351
92251	304	276.6423841059603
92266	289	241.0662251655629
92289	185	190.18543046357615
92928	140	128.9271523178808
92951	134	143.6225165562914
92975	121	162.53642384105962
92985	135	170.0662251655629
92987	141	171.57615894039736
92990	142	173.81456953642385
92992	136	175.27814569536423
92999	137	180.23841059602648
93055	246	212.6953642384106
93133	143	187.09933774834437
93136	147	186.36423841059602
93139	136	185.58278145695365
93146	121	183.82781456953643
93160	124	180.87417218543047
93163	131	180.34437086092714
93180	161	177.8543046357616
93269	199	177.87417218543047
93272	198	176.64238410596028
93279	187	174.53642384105962
93289	177	171.3112582781457
93292	176	170.28476821192052
93302	141	167.2251655629139
93304	145	166.74834437086093
93309	130	165.58940397350995
93318	127	163.9205298013245
93323	124	162.80132450331126
93331	127	161.52980132450332
93369	159	158.74834437086093
93371	161	159.0066225165563
93444	156	159.19205298013244
93480	145	146.80132450331126
93490	132	142.7086092715232
93502	128	137.6225165562914
93526	124	126.31788079470199
93542	130	120.00662251655629
93728	108	107.09271523178808
93738	112	110.60264900662251
93752	111	116.79470198675497
93770	122	123.24503311258277
93773	126	124.20529801324503
93813	137	133.36423841059602
93821	149	133.96026490066225
93836	150	134.17218543046357
93855	144	130.42384105960264
93879	139	119.47019867549669
93896	124	110.44370860927152
93911	111	100.62251655629139
94647	185	152.35761589403972
94684	186	155.74834437086093
94693	188	152.65562913907286
94721	166	135.03973509933775
94978	251	208.16556291390728
94982	261	212.0
95006	263	222.4437086092715
95008	264	222.6887417218543
95028	260	217.86754966887418
95047	236	202.3841059602649
95071	171	177.43708609271522
95074	168	174.11258278145695
95076	158	171.94039735099338
95082	144	165.6291390728477
95084	141	163.46357615894038
95086	130	161.33112582781456
95088	132	159.158940397351
95093	129	153.88741721854305
99073	162	138.4569536423841
99094	177	155.7019867549669
99102	183	161.05298013245033
99142	186	160.59602649006624
99148	179	157.34437086092714
99150	174	156.27814569536423
99159	164	151.01324503311258
99169	160	145.17880794701986
99312	104	158.7682119205298
99336	161	201.1523178807947
99363	309	247.83443708609272
99481	118	257.89403973509934
99483	117	258.7086092715232
99486	83	260.21854304635764
99514	235	283.1788079470199
99521	283	290.79470198675494
99534	376	308.8675496688742
99544	386	328.6225165562914
99555	395	350.5165562913907
99569	452	376.81456953642385
99576	456	390.87417218543044
99591	466	410.9801324503311
99603	473	420.0198675496689
99612	465	423.3245033112583
99624	418	427.8675496688742
99628	398	429.1324503311258
99631	390	430.03973509933775
99645	391	430.158940397351
99647	384	429.682119205298
99649	393	429.17218543046357
99652	388	428.34437086092714
99655	401	427.49668874172187
99660	386	425.8476821192053
99668	392	422.9006622516556
99682	423	414.9072847682119
99686	431	411.5165562913907
99690	440	407.8344370860927
99695	435	403.27814569536423
99698	445	400.74834437086093
99720	417	384.4701986754967
100212	134	139.66225165562915
100238	148	166.03973509933775
100247	161	177.48344370860926
100250	158	181.5562913907285
100254	156	187.24503311258277
100257	162	191.56953642384107
100260	166	195.9337748344371
100263	167	200.16556291390728
100267	176	205.60927152317882
100269	172	208.32450331125827
100272	170	212.33112582781456
100275	163	216.52980132450332
100287	205	233.74172185430464
100289	200	236.74834437086093
100330	334	294.7086092715232
100353	350	323.95364238410593
100356	351	327.70198675496687
100358	350	330.1523178807947
100366	362	338.317880794702
100368	363	339.81456953642385
100374	363	344.80132450331126
100380	358	350.92715231788077
100384	362	354.4569536423841
100402	374	371.0132450331126
100408	373	376.20529801324506
100411	369	378.682119205298
100415	358	381.841059602649
100418	343	384.18543046357615
100420	347	385.8543046357616
100422	347	387.6423841059603
100424	345	389.4039735099338
100426	354	391.11920529801324
100428	361	392.7615894039735
100430	362	394.3907284768212
100433	357	396.6092715231788
100438	361	399.9801324503311
100443	349	403.05298013245033
100456	420	410.26490066225165
100458	420	411.27152317880797
100464	420	413.92715231788077
100484	468	416.7615894039735
100490	458	414.3576158940397
100505	471	405.1655629139073
100508	461	403.7417218543046
100518	452	403.9867549668874
100524	442	404.33112582781456
100571	279	398.887417218543
100588	370	404.3112582781457
100593	366	406.74834437086093
100598	373	409.43046357615896
100601	358	411.03973509933775
100610	389	416.05298013245033
100628	450	427.95364238410593
100633	452	432.86092715231786
100635	448	434.50331125827813
100647	498	448.8543046357616
100650	495	453.04635761589407
100682	526	495.55629139072846
100685	520	499.8344370860927
100691	508	506.8675496688742
100701	518	516.9536423841059
100705	500	521.2384105960265
100713	479	530.3973509933775
100715	475	532.8741721854304
100717	471	535.5827814569536
100725	492	545.8675496688742
100733	508	555.1324503311258
100739	522	561.4370860927153
100745	532	567.7880794701987
100747	525	569.7483443708609
100751	562	573.6622516556291
100755	591	577.2715231788079
100758	583	580.0860927152318
100770	583	591.8543046357615
100778	613	597.8344370860927
100784	622	601.8675496688742
100797	693	609.8741721854304
100803	685	610.3774834437086
100808	690	610.225165562914
100810	686	609.6423841059602
100816	691	605.1655629139073
100818	688	602.7152317880794
100827	667	591.5894039735099
100830	662	587.1655629139073
100839	661	577.0927152317881
100845	659	573.317880794702
100853	610	569.4437086092715
100857	600	567.6754966887418
100860	596	566.4105960264901
100868	566	561.8741721854304
100872	531	558.4437086092715
100881	491	549.2119205298013
100917	473	514.523178807947
100931	547	503.94039735099335
100933	553	502.5496688741722
100946	561	493.7549668874172
100963	518	479.0860927152318
100966	531	477.13907284768214
100968	533	476.1920529801325
100994	534	447.04635761589407
101002	510	433.9072847682119
101015	479	409.2119205298013
101042	276	369.87417218543044
101057	196	350.94701986754967
101065	251	340.78145695364236
101084	274	317.4701986754967
101104	327	295.7615894039735
101106	326	294.5298013245033
101110	326	292.6225165562914
101119	338	288.9139072847682
101137	346	282.49006622516555
104993	104	89.88741721854305
104995	104	89.66225165562913
105329	173	171.25827814569536
105340	140	167.12582781456953
105344	135	165.52980132450332
105361	118	159.74834437086093
105365	119	158.41721854304635
105368	119	157.42384105960264
105381	144	153.0662251655629
105449	159	139.52317880794703
105452	159	139.32450331125827
105524	130	189.4569536423841
105536	153	201.98675496688742
105557	261	223.58940397350995
105572	304	236.27152317880794
105586	310	246.01324503311258
105654	204	231.94701986754967
105676	143	231.0662251655629
105693	111	232.21192052980132
105715	253	237.98013245033113
105720	271	240.74172185430464
105733	292	248.60264900662253
105804	292	274.1324503311258
105809	290	275.7682119205298
105829	207	281.50993377483445
105835	213	283.3046357615894
105838	215	284.19867549668874
105840	216	284.74834437086093
105861	219	290.887417218543
105888	344	298.04635761589407
105903	363	305.6225165562914
105905	364	306.0927152317881
106482	112	104.6158940397351
106506	124	113.43708609271523
106529	136	119.39735099337749
106538	136	120.41059602649007
106568	127	116.75496688741723
106667	104	107.60264900662251
106694	129	108.30463576158941
106708	124	109.40397350993378
106719	129	109.89403973509934
106748	110	106.95364238410596
106952	137	145.83443708609272
106971	177	166.0794701986755
106973	177	168.3046357615894
106977	179	172.56291390728478
106983	195	179.10596026490066
107012	218	206.33112582781456
107036	241	218.56953642384107
107038	241	219.2980132450331
107040	241	219.81456953642385
107061	241	219.9271523178808
107093	222	212.19205298013244
107096	213	210.7814569536424
107102	198	207.60264900662253
107105	195	206.05960264900662
107115	199	201.2317880794702
107118	198	199.841059602649
107129	186	194.71523178807948
107138	177	190.95364238410596
107140	186	190.2317880794702
107143	186	189.0794701986755
107162	168	182.60927152317882
107165	160	181.53642384105962
107173	153	180.51655629139074
107180	166	181.08609271523179
107184	167	181.6887417218543
107188	171	182.5562913907285
107197	180	184.50993377483445
107232	172	190.43046357615893
107240	181	192.41721854304635
107246	204	194.34437086092714
107248	207	194.94039735099338
107254	219	196.81456953642385
107260	233	198.7748344370861
107270	227	201.41721854304635
107294	193	204.41059602649005
107296	192	204.41059602649005
107300	182	204.43708609271522
107314	207	202.65562913907286
107317	208	202.08609271523179
107336	213	194.23841059602648
107350	209	188.0662251655629
107359	199	186.09933774834437
107374	183	186.19867549668874
107385	160	185.86092715231788
107388	153	185.98675496688742
107391	156	186.5562913907285
107398	159	189.05960264900662
107411	146	197.9933774834437
107422	167	210.0794701986755
107426	173	214.87417218543047
107436	206	227.76158940397352
107455	185	254.58940397350995
107476	278	287.9072847682119
107505	394	327.10596026490066
107507	396	329.02649006622516
107510	403	331.6225165562914
107533	401	340.7615894039735
107549	395	334.6225165562914
107554	383	330.0132450331126
107558	381	325.0993377483444
107563	360	318.1788079470199
107579	335	290.35099337748346
107630	142	188.2980132450331
107648	117	156.74834437086093
107719	110	145.94039735099338
107745	171	194.31788079470198
107748	166	200.96688741721854
107751	172	207.46357615894038
107755	172	215.96688741721854
107757	172	220.40397350993376
107761	180	229.47019867549668
107801	376	321.02649006622516
107836	429	382.2450331125828
107846	448	401.97350993377484
107856	445	421.35099337748346
107863	427	434.2317880794702
107866	437	439.5629139072848
107868	438	442.21854304635764
107876	465	450.7880794701987
107880	462	454.65562913907286
107883	455	457.49006622516555
107885	448	459.3774834437086
107889	439	463.20529801324506
107891	432	464.9139072847682
107910	424	478.74834437086093
107919	505	484.8543046357616
107921	508	485.9867549668874
107923	513	487.0
107925	516	488.07284768211923
107928	523	489.8079470198675
107943	543	495.02649006622516
107990	529	475.4039735099338
107996	524	473.7615894039735
108003	526	472.0
108005	520	471.35099337748346
108016	460	469.11920529801324
108034	314	463.50993377483445
108037	341	462.9006622516556
108046	354	463.3046357615894
108048	353	464.2582781456954
108050	349	465.3841059602649
108065	433	472.03973509933775
108069	460	474.2582781456954
108082	488	480.887417218543
108092	493	487.41059602649005
108095	488	490.0066225165563
108099	487	494.05298013245033
108109	492	508.9867549668874
108135	610	543.7549668874173
108139	610	547.4105960264901
108146	611	552.6225165562914
108156	596	557.0132450331126
108164	585	559.225165562914
108169	578	559.615894039735
108179	572	560.8543046357615
108181	573	561.5629139072847
108183	574	562.1125827814569
108186	585	563.5562913907285
108191	581	566.3046357615895
108194	571	568.5033112582781
108203	533	571.7814569536424
108206	566	572.6953642384105
108211	566	573.476821192053
108218	554	574.7417218543046
108220	556	575.0927152317881
108224	562	576.1390728476821
108226	551	576.8675496688742
108236	541	579.205298013245
108240	510	580.3774834437086
108242	503	581.0
108269	635	588.7880794701987
108282	628	594.5827814569536
108286	626	595.8807947019867
108290	641	597.0860927152318
108294	645	598.8145695364238
108300	658	600.9470198675497
108312	630	611.7350993377484
108314	631	614.4238410596026
108318	627	620.8609271523179
108324	620	631.5099337748344
108328	640	638.225165562914
108337	609	651.7814569536424
108368	628	684.0198675496689
108372	622	687.5430463576159
108377	635	691.1986754966888
108379	660	692.4503311258278
108381	679	693.9602649006622
108384	677	696.4900662251656
108388	733	699.158940397351
108408	773	699.0
108413	778	695.2847682119206
108421	797	687.1125827814569
108424	782	683.0596026490066
108426	780	679.8807947019867
108428	776	676.6688741721854
108440	787	659.5099337748344
108443	777	653.8079470198676
108446	778	648.0927152317881
108449	766	643.0529801324503
108453	752	636.5496688741722
108455	752	633.0264900662252
108459	741	625.364238410596
108468	686	606.4105960264901
108475	615	591.6754966887418
108477	587	587.2450331125827
108494	440	550.5629139072847
108496	431	546.0264900662252
108504	379	527.8211920529801
108506	396	523.1854304635762
108509	395	516.1721854304636
108525	357	478.95364238410593
108535	380	456.13907284768214
108541	418	443.20529801324506
108546	436	432.71523178807945
108549	434	427.317880794702
108551	429	423.78145695364236
108559	457	411.2450331125828
108562	457	407.2450331125828
108583	429	384.6225165562914
108585	428	381.6754966887417
108595	431	367.17218543046357
109036	111	117.20529801324503
109078	154	136.04635761589404
109089	159	137.59602649006624
109135	152	127.28476821192054
109145	144	124.86754966887418
109149	125	124.21854304635761
109161	109	122.78145695364239
109221	124	121.82781456953643
109236	140	125.3907284768212
109240	139	126.58940397350993
109260	152	135.48344370860926
109291	159	145.88741721854305
109305	155	145.87417218543047
109323	154	145.2913907284768
109332	147	146.10596026490066
109339	140	146.50993377483445
109343	135	146.74172185430464
109355	133	148.3112582781457
109364	131	150.19867549668874
109367	125	150.82119205298014
109401	162	161.5496688741722
109428	187	172.0794701986755
109460	204	177.17218543046357
109468	203	180.50993377483445
109473	203	182.2185430463576
109502	177	189.28476821192052
109505	167	189.52980132450332
109548	192	189.47682119205297
109560	206	188.2913907284768
109570	204	186.24503311258277
109593	199	180.08609271523179
109596	200	179.6887417218543
109615	202	172.52980132450332
109627	190	169.0066225165563
109629	184	168.88741721854305
109647	144	170.4503311258278
109663	124	178.5496688741722
109665	125	179.87417218543047
109671	122	183.8543046357616
109678	109	188.75496688741723
109692	108	199.39735099337747
109708	198	212.11258278145695
109712	214	215.56291390728478
109716	226	218.9337748344371
109740	297	243.04635761589404
109745	300	247.7814569536424
109755	313	255.66887417218544
109788	306	260.66887417218544
109795	297	257.25165562913907
109804	287	249.8476821192053
109813	277	240.64238410596028
109848	163	194.78807947019868
109873	137	160.72847682119206
109880	132	151.53642384105962
109883	126	147.7682119205298
109907	113	127.0
109975	135	180.86754966887418
109977	134	183.8543046357616
110032	322	268.9205298013245
110034	322	271.03973509933775
110040	327	275.79470198675494
110062	348	284.03973509933775
110118	208	230.3841059602649
110131	178	213.17218543046357
110138	181	205.74834437086093
110141	168	202.8543046357616
110143	159	200.96688741721854
110152	121	192.65562913907286
110158	113	187.19205298013244
110258	233	214.71523178807948
110267	235	225.57615894039736
110297	255	273.6622516556291
110299	257	276.72185430463577
110301	262	279.78145695364236
110304	251	284.29801324503313
110313	232	297.6622516556291
110315	228	300.4172185430464
110322	224	309.94701986754967
110333	298	323.6622516556291
110349	382	341.36423841059604
110351	384	343.43046357615896
110364	431	353.841059602649
110369	438	355.7880794701987
110376	440	356.0198675496689
111283	107	95.88741721854305
111292	113	97.8476821192053
111337	108	104.47019867549669
111361	104	107.35099337748345
111374	102	108.24503311258277
111404	102	110.47019867549669
111406	105	110.70860927152317
111412	114	111.41059602649007
111434	122	114.78807947019868
111466	121	118.11920529801324
111481	122	117.88741721854305
111501	132	118.56291390728477
111527	116	119.05298013245033
111532	106	119.29801324503312
111535	104	119.50993377483444
111544	106	119.62913907284768
111564	117	118.35099337748345
111574	117	117.45695364238411
111577	116	116.98675496688742
111584	125	115.76158940397352
111590	127	114.68211920529801
111736	101	105.01324503311258
111794	138	129.78807947019868
111806	139	137.12582781456953
111814	122	141.5562913907285
111830	118	151.5430463576159
111833	121	153.47019867549668
111845	161	160.34437086092714
111854	172	164.87417218543047
111857	175	166.19205298013244
111861	172	167.96688741721854
111869	186	171.49668874172184
111874	182	173.58278145695365
111876	184	174.27814569536423
111882	181	176.12582781456953
111892	196	179.35099337748343
111907	206	183.52980132450332
111915	210	183.83443708609272
111954	186	163.90728476821192
111972	167	151.82119205298014
112000	108	133.67549668874173
112009	101	128.03973509933775
112063	111	100.13907284768212
112068	111	98.80132450331126
112085	108	95.84105960264901
112204	107	99.56953642384106
112215	115	99.44370860927152
112331	142	174.82119205298014
112382	291	248.97350993377484
112390	295	260.6158940397351
112393	295	265.43046357615896
112401	298	276.79470198675494
112420	320	290.05298013245033
112434	309	297.6291390728477
112436	308	298.7880794701987
112442	301	302.4370860927152
112445	302	304.3774834437086
112447	295	305.86092715231786
112454	300	311.1920529801325
112462	309	318.1920529801325
112474	294	329.9139072847682
112486	268	340.94701986754967
112488	266	342.63576158940396
112490	275	344.27814569536423
112492	289	345.86092715231786
112495	285	348.13907284768214
112497	287	349.70198675496687
112506	321	356.7748344370861
112508	319	358.63576158940396
112515	354	364.9139072847682
112518	362	367.6953642384106
112529	405	377.71523178807945
112533	414	380.8211920529801
112552	447	394.89403973509934
112565	437	408.6953642384106
112573	435	419.4370860927152
112584	447	435.20529801324506
112586	441	437.9867549668874
112588	441	440.56953642384104
112592	440	445.63576158940396
112594	440	448.36423841059604
112602	427	460.11920529801324
112604	427	463.4569536423841
112607	428	468.4569536423841
112618	405	488.5496688741722
112630	403	511.26490066225165
112632	408	515.1986754966888
112637	442	525.0463576158941
112639	440	528.9867549668874
112645	493	541.0264900662252
112655	545	561.1523178807947
112662	542	574.4966887417219
112665	536	580.3311258278146
112671	569	591.6688741721854
112712	739	643.1324503311258
112714	739	643.7417218543046
112716	740	643.774834437086
112744	722	617.2119205298013
112752	689	606.4304635761589
112759	663	593.9867549668874
112762	659	588.3576158940398
112774	569	567.0596026490066
112776	562	563.3377483443709
112783	519	550.5827814569536
112785	510	546.9933774834437
112789	467	539.8013245033112
112794	398	530.6887417218543
112797	397	525.1986754966888
112800	388	519.6887417218543
112805	362	510.3841059602649
112808	373	504.72847682119203
112810	361	500.92715231788077
112824	392	473.96026490066225
112827	396	468.05298013245033
112830	392	462.17218543046357
112835	406	452.6026490066225
112849	451	428.13907284768214
112876	461	393.6423841059603
112884	449	390.4503311258278
112920	346	390.9801324503311
112924	341	389.9867549668874
112941	261	385.0927152317881
112957	291	381.1456953642384
112961	316	380.4039735099338
112964	338	379.95364238410593
112981	435	379.3576158940397
113001	411	374.34437086092714
113010	426	367.5298013245033
113016	424	364.89403973509934
113030	418	351.71523178807945
113033	420	348.47682119205297
113042	423	342.3973509933775
113065	340	334.33112582781456
113098	149	375.5364238410596
113107	129	390.79470198675494
113117	256	409.5496688741722
113130	324	435.55629139072846
